1	1	A	1	4.92488		0	0	0	0
1	1	B	1	-1.85407		0	0	0	0
1	2	A	1	3.99631		0	0	0	0
1	2	B	1	-3.30612		0	0	0	0
1	3	A	1	1.05992		0	0	0	0
1	3	B	1	-5.86522		0	0	0	0
1	4	A	1	1.02455		0	0	0	0
1	4	B	1	-5.88963		0	0	0	0
1	5	A	1	1.28736		0	0	0	0
1	5	B	1	-5.91166		0	0	0	0
1	6	A	1	2.80037		0	0	0	0
1	6	B	1	-4.21292		0	0	0	0
1	7	A	1	3.84309		0	0	0	0
1	7	B	1	-3.58523		0	0	0	0
1	8	A	1	2.28878		0	0	0	0
1	8	B	1	-5.02427		0	0	0	0
1	9	A	1	2.80849		0	0	0	0
1	9	B	1	-4.17749		0	0	0	0
1	10	A	1	2.76818		0	0	0	0
1	10	B	1	-4.25931		0	0	0	0
1	11	A	1	-5.148		0	0	0	0
1	11	B	1	-6.95341		0	0	0	0
1	12	A	1	-3.22798		0	0	0	0
1	12	B	1	-4.93568		0	0	0	0
1	13	A	1	-2.04594		0	0	0	0
1	13	B	1	-5.58417		0	0	0	0
1	14	A	1	-2.47746		0	0	0	0
1	14	B	1	-6.01204		0	0	0	0
1	15	A	1	-4.70777		0	0	0	0
1	15	B	1	-8.53415		0	0	0	0
1	16	A	1	-3.0183		0	0	0	0
1	16	B	1	-6.47932		0	0	0	0
1	17	A	1	-2.99808		0	0	0	0
1	17	B	1	-6.25001		0	0	0	0
1	18	A	1	-1.13941		0	0	0	0
1	18	B	1	-4.62122		0	0	0	0
1	19	A	1	0.175628		0	0	0	0
1	19	B	1	-3.0515		0	0	0	0
1	20	A	1	-0.941318		0	0	0	0
1	20	B	1	-4.24565		0	0	0	0
1	21	A	1	-0.764454		0	0	0	0
1	21	B	1	-4.07659		0	0	0	0
1	22	A	1	0.724731		0	0	0	0
1	22	B	1	-2.45585		0	0	0	0
1	23	A	1	-2.8129		0	0	0	0
1	23	B	1	-5.84101		0	0	0	0
1	24	A	1	-0.345016		0	0	0	0
1	24	B	1	-3.09769		0	0	0	0
1	25	A	1	-1.09919		0	0	0	0
1	25	B	1	-2.318		0	0	0	0
1	26	A	1	-2.09604		0	0	0	0
1	26	B	1	-3.85718		0	0	0	0
1	27	A	1	-6.00147		0	0	0	0
1	27	B	1	-7.21383		0	0	0	0
1	28	A	1	-5.25233		0	0	0	0
1	28	B	1	-6.72507		0	0	0	0
1	29	A	1	-5.02932		0	0	0	0
1	29	B	1	-5.92765		0	0	0	0
1	30	A	1	-3.22864		0	0	0	0
1	30	B	1	-4.66392		0	0	0	0
1	31	A	1	8.20925		0	0	0	0
1	31	B	1	-0.891373		0	0	0	0
1	32	A	1	6.19916		0	0	0	0
1	32	B	1	-3.02734		0	0	0	0
1	33	A	1	6.65702		0	0	0	0
1	33	B	1	-2.38021		0	0	0	0
1	34	A	1	7.36796		0	0	0	0
1	34	B	1	-1.56983		0	0	0	0
1	35	A	1	4.14893		0	0	0	0
1	35	B	1	-5.14398		0	0	0	0
1	36	A	1	6.15308		0	0	0	0
1	36	B	1	-3.41449		0	0	0	0
1	37	A	1	7.11235		0	0	0	0
1	37	B	1	-4.06459		0	0	0	0
1	38	A	1	7.37499		0	0	0	0
1	38	B	1	-3.49141		0	0	0	0
1	39	A	1	4.67131		0	0	0	0
1	39	B	1	-1.1681		0	0	0	0
1	40	A	1	5.99473		0	0	0	0
1	40	B	1	0.336147		0	0	0	0
1	41	A	1	6.50164		0	0	0	0
1	41	B	1	0.356899		0	0	0	0
1	42	A	1	8.35731		0	0	0	0
1	42	B	1	2.79631		0	0	0	0
1	43	A	1	9.83314		0	0	0	0
1	43	B	1	3.90711		0	0	0	0
1	44	A	1	9.02048		0	0	0	0
1	44	B	1	2.88044		0	0	0	0
1	45	A	1	8.26872		0	0	0	0
