1	1	A	1	11.8533	0.000158391	0	0	0	0	0	0
1	1	B	1	11.8533	0.000158391	0	0	0	0	0	0
1	1	A	2	11.2779	0.000159910	0	0	0	0	0	0
1	1	B	2	11.2779	0.000159910	0	0	0	0	0	0
1	1	A	3	11.1429	0.000175800	0	0	0	0	0	0
1	1	B	3	11.1429	0.000175800	0	0	0	0	0	0
1	1	A	4	11.0629	0.000206158	0	0	0	0	0	0
1	1	B	4	11.0629	0.000206158	0	0	0	0	0	0
1	2	A	1	11.7723	0.000184154	0	0	0	0	0	0
1	2	B	1	11.7723	0.000184154	0	0	0	0	0	0
1	2	A	2	11.2109	0.000191202	0	0	0	0	0	0
1	2	B	2	11.2109	0.000191202	0	0	0	0	0	0
1	2	A	3	11.7651	0.000166477	0	0	0	0	0	0
1	2	B	3	11.7651	0.000166477	0	0	0	0	0	0
1	2	A	4	11.5031	0.000208160	0	0	0	0	0	0
1	2	B	4	11.5031	0.000208160	0	0	0	0	0	0
1	3	A	1	11.9509	0.000155452	0	0	0	0	0	0
1	3	B	1	11.9509	0.000155452	0	0	0	0	0	0
1	3	A	2	11.3959	0.000162344	0	0	0	0	0	0
1	3	B	2	11.3959	0.000162344	0	0	0	0	0	0
1	3	A	3	11.2144	0.000172088	0	0	0	0	0	0
1	3	B	3	11.2144	0.000172088	0	0	0	0	0	0
1	3	A	4	11.1386	0.000205067	0	0	0	0	0	0
1	3	B	4	11.1386	0.000205067	0	0	0	0	0	0
1	4	A	1	12.2334	0.000224277	0	0	0	0	0	0
1	4	B	1	12.2334	0.000224277	0	0	0	0	0	0
1	4	A	2	11.5373	0.000223422	0	0	0	0	0	0
1	4	B	2	11.5373	0.000223422	0	0	0	0	0	0
1	4	A	3	11.6911	0.000228990	0	0	0	0	0	0
1	4	B	3	11.6911	0.000228990	0	0	0	0	0	0
1	4	A	4	11.4408	0.000267866	0	0	0	0	0	0
1	4	B	4	11.4408	0.000267866	0	0	0	0	0	0
1	5	A	1	11.8185	0.000176565	0	0	0	0	0	0
1	5	B	1	11.8185	0.000176565	0	0	0	0	0	0
1	5	A	2	11.3434	0.000186268	0	0	0	0	0	0
1	5	B	2	11.3434	0.000186268	0	0	0	0	0	0
1	5	A	3	11.1455	0.000198434	0	0	0	0	0	0
1	5	B	3	11.1455	0.000198434	0	0	0	0	0	0
1	5	A	4	11.1776	0.000216936	0	0	0	0	0	0
1	5	B	4	11.1776	0.000216936	0	0	0	0	0	0
1	6	A	1	11.7097	0.000180777	0	0	0	0	0	0
1	6	B	1	11.7097	0.000180777	0	0	0	0	0	0
1	6	A	2	11.0928	0.000194489	0	0	0	0	0	0
1	6	B	2	11.0928	0.000194489	0	0	0	0	0	0
1	6	A	3	11.1405	0.000203757	0	0	0	0	0	0
1	6	B	3	11.1405	0.000203757	0	0	0	0	0	0
1	6	A	4	11.1868	0.000229772	0	0	0	0	0	0
1	6	B	4	11.1868	0.000229772	0	0	0	0	0	0
1	7	A	1	11.5775	0.000184565	0	0	0	0	0	0
1	7	B	1	11.5775	0.000184565	0	0	0	0	0	0
1	7	A	2	11.1477	0.000197791	0	0	0	0	0	0
1	7	B	2	11.1477	0.000197791	0	0	0	0	0	0
1	7	A	3	11.0432	0.000204274	0	0	0	0	0	0
1	7	B	3	11.0432	0.000204274	0	0	0	0	0	0
1	7	A	4	11.0380	0.000228310	0	0	0	0	0	0
1	7	B	4	11.0380	0.000228310	0	0	0	0	0	0
1	8	A	1	11.7789	0.000177129	0	0	0	0	0	0
1	8	B	1	11.7789	0.000177129	0	0	0	0	0	0
1	8	A	2	11.3919	0.000176691	0	0	0	0	0	0
1	8	B	2	11.3919	0.000176691	0	0	0	0	0	0
1	8	A	3	11.3097	0.000188998	0	0	0	0	0	0
1	8	B	3	11.3097	0.000188998	0	0	0	0	0	0
1	8	A	4	11.1375	0.000213183	0	0	0	0	0	0
1	8	B	4	11.1375	0.000213183	0	0	0	0	0	0
1	9	A	1	11.2882	0.000182559	0	0	0	0	0	0
1	9	B	1	11.2882	0.000182559	0	0	0	0	0	0
1	9	A	2	10.8693	0.000190726	0	0	0	0	0	0
1	9	B	2	10.8693	0.000190726	0	0	0	0	0	0
1	9	A	3	10.8092	0.000207099	0	0	0	0	0	0
1	9	B	3	10.8092	0.000207099	0	0	0	0	0	0
1	9	A	4	10.9274	0.000222115	0	0	0	0	0	0
1	9	B	4	10.9274	0.000222115	0	0	0	0	0	0
1	10	A	1	11.7102	0.000254826	0	0	0	0	0	0
1	10	B	1	11.7102	0.000254826	0	0	0	0	0	0
1	10	A	2	11.2557	0.000258383	0	0	0	0	0	0
1	10	B	2	11.2557	0.000258383	0	0	0	0	0	0
1	10	A	3	11.3672	0.000255266	0	0	0	0	0	0
1	10	B	3	11.3672	0.000255266	0	0	0	0	0	0
1	10	A	4	11.2263	0.000289600	0	0	0	0	0	0
1	10	B	4	11.2263	0.000289600	0	0	0	0	0	0
1	11	A	1	11.5705	0.000176420	0	0	0	0	0	0
1	11	B	1	11.5705	0.000176420	0	0	0	0	0	0
1	11	A	2	11.0564	0.000186304	0	0	0	0	0	0
1	11	B	2	11.0564	0.000186304	0	0	0	0	0	0
1	11	A	3	10.9347	0.000194503	0	0	0	0	0	0
1	11	B	3	10.9347	0.000194503	0	0	0	0	0	0
1	11	A	4	10.9109	0.000212074	0	0	0	0	0	0
1	11	B	4	10.9109	0.000212074	0	0	0	0	0	0
1	12	A	1	11.9904	0.000174704	0	0	0	0	0	0
1	12	B	1	11.9904	0.000174704	0	0	0	0	0	0
1	12	A	2	11.3440	0.000180082	0	0	0	0	0	0
1	12	B	2	11.3440	0.000180082	0	0	0	0	0	0
1	12	A	3	11.3640	0.000197084	0	0	0	0	0	0
1	12	B	3	11.3640	0.000197084	0	0	0	0	0	0
1	12	A	4	11.2623	0.000230792	0	0	0	0	0	0
1	12	B	4	11.2623	0.000230792	0	0	0	0	0	0
1	13	A	1	12.0447	0.000168777	0	0	0	0	0	0
1	13	B	1	12.0447	0.000168777	0	0	0	0	0	0
1	13	A	2	11.4608	0.000174057	0	0	0	0	0	0
1	13	B	2	11.4608	0.000174057	0	0	0	0	0	0
1	13	A	3	11.3467	0.000188330	0	0	0	0	0	0
1	13	B	3	11.3467	0.000188330	0	0	0	0	0	0
1	13	A	4	11.2470	0.000217441	0	0	0	0	0	0
1	13	B	4	11.2470	0.000217441	0	0	0	0	0	0
1	14	A	1	11.8046	0.000165093	0	0	0	0	0	0
1	14	B	1	11.8046	0.000165093	0	0	0	0	0	0
1	14	A	2	11.2715	0.000191663	0	0	0	0	0	0
1	14	B	2	11.2715	0.000191663	0	0	0	0	0	0
1	14	A	3	11.6472	0.000183681	0	0	0	0	0	0
1	14	B	3	11.6472	0.000183681	0	0	0	0	0	0
1	14	A	4	11.4038	0.000239177	0	0	0	0	0	0
