4.92488	-1.85407
3.99631	-3.30612
1.05992	-5.86522
1.02455	-5.88963
1.28736	-5.91166
2.80037	-4.21292
3.84309	-3.58523
2.28878	-5.02427
2.80849	-4.17749
2.76818	-4.25931
-5.148	-6.95341
-3.22798	-4.93568
-2.04594	-5.58417
-2.47746	-6.01204
-4.70777	-8.53415
-3.0183	-6.47932
-2.99808	-6.25001
-1.13941	-4.62122
0.175628	-3.0515
-0.941318	-4.24565
-0.764454	-4.07659
0.724731	-2.45585
-2.8129	-5.84101
-0.345016	-3.09769
-1.09919	-2.318
-2.09604	-3.85718
-6.00147	-7.21383
-5.25233	-6.72507
-5.02932	-5.92765
-3.22864	-4.66392
8.20925	-0.891373
6.19916	-3.02734
6.65702	-2.38021
7.36796	-1.56983
4.14893	-5.14398
6.15308	-3.41449
7.11235	-4.06459
7.37499	-3.49141
4.67131	-1.1681
5.99473	0.336147
6.50164	0.356899
8.35731	2.79631
9.83314	3.90711
9.02048	2.88044
8.26872	2.51616
10.0767	4.31341
7.14377	0.87015
8.86236	2.80392
0.765096	-5.50729
1.7302	-4.92397
-0.190985	-7.21208
-0.465387	-7.08532
1.47797	-5.10933
2.04365	-4.71547
4.28794	-2.93928
1.42003	-5.69571
1.82597	-4.7882
1.49849	-5.07291
-6.19798	-7.90335
-5.15954	-6.17537
-2.49456	-5.71583
-4.35003	-7.53567
-4.24444	-7.30904
-6.46392	-9.59834
-2.98301	-6.10091
-3.80098	-6.6277
-1.10634	-5.00684
-4.37064	-7.59722
6.87833	-4.49087
6.0698	-5.37092
2.80251	-8.35013
5.43162	-5.77932
5.05945	-4.51147
6.09199	-3.44677
3.78584	-5.75129
3.82148	-5.54912
5.85945	-3.7661
5.82847	-3.11115
7.85695	-0.518638
5.31999	-3.62146
5.62955	-3.28625
4.56861	-4.77684
3.2221	-5.77922
4.53034	-4.70559
6.69145	-4.57084
5.91962	-5.17187
5.21116	-1.03473
3.58843	-2.19666
6.25855	0.304817
6.33294	0.270083
8.56959	2.10617
5.74039	-0.466271
6.06272	-0.0236697
6.62669	0.446188
2.44559	-3.66768
5.41996	-0.778616
1.12868	-5.99657
0.757212	-6.27761
-1.87773	-9.30562
-2.03258	-8.66002
-1.05958	-7.71158
0.597968	-6.23018
1.8275	-4.72746
-2.09721	-5.32445
1.46233	-5.19933
2.38848	-4.45454
-0.697798	-8.00797
1.6624	-5.60825
1.95535	-6.19255
4.77984	-3.35266
-0.221493	-8.60834
1.57905	-6.79569
1.92166	-6.03261
3.8394	-4.38878
5.03844	-2.79481
4.80715	-3.35619
-0.496405	-3.23952
0.805739	-2.13148
-1.994	-5.56594
-0.0184437	-3.81128
0.0575695	-0.862461
-0.713659	-1.68612
-2.85089	-4.21502
-3.43626	-4.23986
-2.72589	-4.29631
-1.41269	-2.63016
0.382864	-1.68092
-1.47029	-3.21987
-2.0271	-3.47141
-1.85937	-3.33357
-5.01869	-6.98789
-2.73194	-4.99383
-2.65671	-5.99594
-2.38382	-5.55047
-3.98926	-7.77935
-4.53748	-7.7841
2.07522	-6.36627
2.61848	-5.75034
5.09805	-3.42272
2.28912	-6.23295
2.03509	-6.23879
3.26591	-4.99009
-1.03205	-9.62528
1.52116	-6.91651
1.6997	-5.34241
1.81216	-5.08888
3.54402	-5.89488
4.23892	-5.22581
4.82128	-4.81756
6.41009	-2.92658
7.48488	-1.74849
6.33516	-3.16957
6.18486	-3.33206
7.58266	-1.87952
3.92416	-5.11917
6.45193	-3.1183
6.72284	-3.95951
10.3507	-0.662023
5.20653	-5.807
7.84424	-3.39988
7.45501	-3.74003
10.0058	-1.13511
10.9408	-0.184965
10.554	-0.859213
12.1475	0.7278
11.7501	0.448766
10.0903	-0.577287
10.5354	-0.0518485
13.594	4.5121
12.5616	3.11641
10.1053	6.0079
9.73342	5.50923
10.7555	6.6907
11.9415	7.79093
13.3376	9.52909
11.0939	7.28178
10.6029	6.57355
10.8603	6.90611
7.92966	4.18845
9.98173	5.93836
10.6041	4.99301
10.7613	5.31121
8.64037	2.48389
7.82265	2.40519
9.27309	4.05003
10.3333	4.67319
12.6242	6.5522
9.78346	4.12095
9.29031	3.48915
10.9464	5.42366
6.68728	0.783345
8.88161	3.21019
