1	11.2779	-0.00015991
2	11.2109	-0.000191202
3	11.3959	-0.000162344
4	11.5373	-0.000223422
5	11.3434	-0.000186268
6	11.0928	-0.000194489
7	11.1477	-0.000197791
8	11.3919	-0.000176691
9	10.8693	-0.000190726
10	11.2557	-0.000258383
11	11.0564	-0.000186304
12	11.344	-0.000180082
13	11.4608	-0.000174057
14	11.2715	-0.000191663
15	11.6459	-0.000179069
16	11.4529	-0.000222805
17	11.6289	-0.000186348
18	11.4508	-0.000188054
19	10.906	-0.000196023
20	11.1167	-0.000189224
21	11.3164	-0.000178125
22	11.5373	-0.00028603
23	11.2577	-0.000207336
24	11.2911	-0.000204564
25	11.132	-0.000181005
26	11.3327	-0.000207463
27	11.2447	-0.000183677
28	11.1831	-0.000308287
29	11.0894	-0.000194779
30	11.2383	-0.000222048
31	10.9236	-0.000215208
32	11.0684	-0.000262411
33	10.8594	-0.000206885
34	11.4683	-0.000340335
35	11.3274	-0.000199824
36	11.1218	-0.000230932
37	11.2921	-0.000211151
38	11.3728	-0.000216847
39	11.4454	-0.00018395
40	11.408	-0.000277971
41	11.192	-0.000223728
42	11.7385	-0.000286864
43	10.9039	-0.000229769
44	11.2108	-0.000224529
45	11.0131	-0.00021727
46	11.4485	-0.000316486
47	11.5654	-0.000265251
48	11.5768	-0.000240492
49	11.3033	-0.000173374
50	11.4878	-0.00019806
51	11.5614	-0.000192128
52	11.5895	-0.000182112
53	11.0924	-0.000178724
54	11.3136	-0.000197867
55	11.0956	-0.000196714
56	11.1302	-0.000210895
57	11.2788	-0.000175424
58	11.6772	-0.000210647
59	11.1723	-0.000169911
60	11.7421	-0.000209616
61	11.6308	-0.000218214
62	11.0498	-0.000219586
63	11.5371	-0.000178564
64	11.2659	-0.000184777
65	10.9312	-0.000214964
66	11.3494	-0.000207973
67	10.9041	-0.000193305
68	11.5023	-0.000191149
69	11.6057	-0.000230134
70	11.6352	-0.000218378
71	11.3427	-0.000179415
72	11.3321	-0.000195034
73	11.3781	-0.000204589
74	11.2306	-0.000234292
75	11.6912	-0.000320668
76	11.9117	-0.000406684
77	11.4666	-0.000214773
78	11.311	-0.000244156
79	11.2755	-0.000256211
80	11.0021	-0.000269601
81	10.9807	-0.000227717
82	11.5147	-0.000365862
83	11.172	-0.000265989
84	11.5894	-0.000328451
85	11.327	-0.00018773
86	11.1145	-0.00022923
87	11.6196	-0.000189574
88	11.2067	-0.000205663
89	11.6352	-0.000183106
90	11.7563	-0.000237964
91	11.0595	-0.000230898
92	11.3619	-0.000235755
93	11.1493	-0.000188399
94	11.1788	-0.00023501
95	11.1954	-0.000209406
96	11.5483	-0.000223293
97	11.4729	-0.000201512
98	11.5064	-0.000218971
99	11.6935	-0.000210493
100	11.818	-0.000207953
101	11.5253	-0.000236172
102	11.3517	-0.00026942
103	11.2998	-0.000258025
104	11.3933	-0.000239164
105	11.4422	-0.000201184
106	11.6717	-0.000224454
107	11.3776	-0.000211934
108	11.3033	-0.000224536
109	11.6005	-0.000208552
110	11.2232	-0.000280153
111	11.6059	-0.000230522
112	11.4956	-0.000229662
113	11.6439	-0.000247845
114	11.7399	-0.000299486
115	11.0511	-0.000304262
116	11.6414	-0.000244087
117	11.5929	-0.000241043
118	11.749	-0.000235134
119	11.4555	-0.000214188
120	11.5934	-0.000220913
121	11.482	-0.000195499
122	11.1212	-0.000230923
123	11.2998	-0.000238849
124	11.4933	-0.000215966
125	11.5712	-0.000180214
126	11.8364	-0.000248109
127	11.157	-0.000235613
128	11.4761	-0.000225669
129	11.1373	-0.000204571
130	11.5565	-0.000229557
131	11.4773	-0.000211448
132	11.37	-0.000209605
133	11.3274	-0.000236031
134	11.154	-0.000273485
135	11.1172	-0.000213172
136	11.4628	-0.000221451
137	11.3152	-0.000215806
138	11.4874	-0.000290138
139	11.5701	-0.00021755
140	11.5095	-0.000233848
141	10.9395	-0.00025034
142	11.6724	-0.000216818
143	11.4919	-0.000201526
144	11.5386	-0.000214667
145	11.6466	-0.000188064
146	11.5192	-0.000212
147	11.4697	-0.000185099
148	11.3064	-0.000215222
149	11.3207	-0.000197634
150	11.5188	-0.000252559
151	11.4361	-0.000234434
152	11.2727	-0.000227695
153	11.3737	-0.00020492
154	11.4561	-0.000226689
155	11.8431	-0.000193762
156	11.5453	-0.000223259
157	11.2629	-0.000185435
158	11.2591	-0.000207262
159	11.459	-0.000190544
160	11.4105	-0.000198314
161	11.3031	-0.000195531
162	11.8475	-0.000223897
163	11.4872	-0.000211725
164	11.6935	-0.000186369
165	11.2248	-0.000208126
166	11.7824	-0.000200434
167	11.3866	-0.000202065
168	11.8627	-0.00021798
169	11.7497	-0.000264975
170	11.7713	-0.000305477
171	11.7669	-0.000225332
172	11.3112	-0.000265146
173	11.7597	-0.000254796
174	11.5709	-0.000314789
175	11.1757	-0.000329904
176	11.6243	-0.000328922
177	11.1134	-0.000285934
178	11.4612	-0.00029169
179	11.2423	-0.000232853
180	11.5833	-0.000260269
181	11.0098	-0.000220919
182	11.2777	-0.000254266
183	11.2891	-0.000220044
184	11.6671	-0.000217608
185	11.6572	-0.000220332
186	11.3233	-0.000268003
187	10.957	-0.000275014
188	11.7597	-0.000215779
189	11.4659	-0.000204635
190	11.2569	-0.000341108
191	11.4565	-0.000198236
192	11.6839	-0.000235029
